id,name,description
3790.0,بهرام مقدادی,بهرام مقدادی (زاده ۱۳۱۸) مترجم و استاد بازنشسته ادبیات انگلیسی دانشگاه تهران است. مقدادی در سال ۱۳۱۸ در رشت زاده شد. پس از تحصیلات مقدّماتی به دانشسرای عالی تهران رفت و انگلیسی خواند. سپس با بورسیه دولت ایران به دانشگاه کلمبیا رفت و پس از شاگردی استادانی چون لیونل تریلینگ و رابرت بون در سال ۱۹۶۹ میلادی با رساله‌ای دربارهٔ رابرت گریوز دکتری در انگلیسی گرفت. او پس از بازگشت به ایران به توصیهٔ بدیع‌الزّمان فروزانفر استادی در دانشگاه تهران را آغاز کرد و تا میانه‌های دههٔ ۱۳۸۰ خورشیدی بدین کار ادامه داد. مقدادی سالیانی را نیز به تدریس ادبیات تطبیقی در دانشگاه‌های آمریکا گذرانده‌است.[۱] یکی از مهمترین آثار او کتاب فرهنگ اصطلاحات نقد ادبی از افلاطون تا عصر حاضر است که به منتقدان برجسته و تئوری‌ها و تاریخچه نقد ادبی جهان می‌پردازد. مقدمه مقدادی بر مکبث شکسپیر هم از دیگر نوشته‌های اوست. از مقالات پرتعداد او به دو زبان فارسی و انگلیسی می‌توان به محتوای فلسفی نمایشنامه‌های هارولد پینتر و نقد جامعه شناختی گروه محکومین کافکا و Quest for truth in works of Franz Kafka اشاره کرد.
44.0,آندره مکین ,آندره مکین در سال ۱۹۵۷ در کرانسویارسک سیبری زاده شد. اولین قصه های دوران کودکیش را از جد مادری اش به زبان فرانسه شنید و همین امر بی گمان باعث دلبستگی و شیفتگی فراوان او به زندگی در فرانسه شد. در بدو ورود به فرانسه در سال ۱۹۸۷، کتاب های «دختر یک قهرمان اتحاد جماهیر شوروی» و «اعترافات یک پرچمدار شکست خورده» را برای موسسات انتشاراتی فرانسوی فرستاد و هر بار بدون اینکه خوانده شوند، به او برگردانده شدند. مکین در ابتدا تصمیم گرفت آثارش را با نام های مستعار مختلف و به عنوان ادبیات ترجمه شده روسی به فرانسه برای ناشران بفرستد. او حتی مجبور شد «اعترافات یک پرچمدار شکست خورده» را به زبان روسی شکسته بنویسد و نسخه ی اصلی را با نام مترجمی که وجود خارجی نداشت و نام فامیل مادربزرگ مکین را یدک می کشید، ارائه دهد و تنها بدین ترتیب بود که اولین کتابش به چاپ رسید. مکین با کتاب «به یاد رودخانه عشق» از گمنامی خارج شد. در نهایت کتاب «وصیت نامه ی فرانسوی» بود که برای این نویسنده ی روس که به خود لقب «نویسنده ی منحوس» داده است، جایزه ی گنکور و جایزه ی مدیسی را به ارمغان آورد.
149.0,اسدالله امرایی,اسدالله امرایی (زاده اول اردیبهشت ۱۳۳۹ در شهر ری) نویسنده و مترجم ایرانی است. امرایی کارشناس زبان و ادبیات انگلیسی است و از سال ۱۳۶۰ با مطبوعات همکاری دارد.سدالله امرایی در سال ۱۳۳۹ در شهرری تهران در صفائیه؛ محله معروف به خط آهن به دنیا آمدپدرش کارگر کارخانه چیت ممتاز بود و او کودکی خود را در خانوادهای پر جمعیت گذراند.پدرش اولین شخصی بود که روی اسدالله بیشترین تاثیر را گذاشت. در واقع پدر اولین معلمش بوده و او را با خواندن آشنا کرده است.در نوجوانی با مطالعه نشریات روز آن موقع به خواندن علاقمند شد و با تشویقهای معلمی که در همسایگی آنها زندگی میکرد، به ادبیات علاقمند شد و نوشتن را از سال 1355 آغاز کرد.اسدالله امرایی که از جمله روزنامهنگاران و مترجمان پرکار کشورمان به حساب میآید، اولین مطلب قلمی خود را با نام «سیگار خاموش» در پیک نوجوان به چاپ رساند و اولین جایزه ادبی خود را نیز به دست آورد.در مقطع دبیرستان با تشخیص دبیر زبان انگلیسی، مبنی بر اینکه وی در این زمینه شاگرد ممتازی است، به ترجمه رو آورد و همان زمان چند داستان کوتاه ترجمه کرد.وی فارغالتحصیل رشته زبان و ادبیات انگلیسی است و نخستین ترجمه خود را تحت عنوان؛ داستان امتحان رانندگی از آنجلیکا گیبز، نویسنده آفریقایجنوبی، در روزنامه اطلاعات به چاپ رساند.امرایی جوانی خود را با اکبر عبدی، ساعد باقری، محمد آقازاده، محمدرضا گودرزی، انوشه مرادی، احمد ارژنگی و برخی دیگر از چهرههای ادبی و فرهنگی گذراند.وی چندی بعد به استخدام سازمان هواشناسی کشور درآمد و در بخش روابط بینالملل مشغول به فعالیت شد.امرایی بالاخره اولین کتاب خود را با عنوان خوش خنده و داستانهای دیگر در سال 1368 به چاپ رساند.وی به عنوان روزنامهنگار حدود 3 دهه سابقه قلمفرسایی در روزنامهها و نشریاتی چون؛ کیهان، اطلاعات، کیهان فرهنگی، سروش، کتاب هفته، همشهری، گردون، تکاپو، روزگار وصل، کارنامه، گلستانه، شوکران، زمان، پروین، آدینه، آفتاب، جامعه، آینده، ایران، ایران جوان و بسیاری دیگر، دارد.منبع : Hamshahrionline.ir
16069.0,کاظم موسوی بجنوردی,سید محمدکاظم موسوی بجنوردی زادهٔ ۱۳۲۱ در شهر نجف ، از سیاستمداران و اندیشمندان ایرانی است. او مؤسس و رهبر حزب ملل اسلامی، از مؤسسین حزب جمهوری اسلامی و عضو کمیته مرکزی آن، استاندار اصفهان در سال آغازین انقلاب، نماینده تهران در دوره اول مجلس شورای اسلامی، بنیانگذار و رئیس مرکز دائرة المعارف بزرگ اسلامی (مرکز پژوهشهای ایرانی و اسلامی)، رئیس سازمان اسناد و کتابخانه ملی ایران در دوره ریاست جمهوری سید محمد خاتمی(۱۳۷۶–۱۳۸۴) و هشت سال مشاور فرهنگی ایشان بود.
1026.0,مهسار مشتاق,مهسار مشتاق مترجم ایرانی متولد سال 1363 می باشد.
4273.0,محمدرضا حبیبی,
8766.0,آر ال استاین,"آر. ال. استاین (R.L.Stine) نویسندهٔ معروف آمریکایی است که مجموعه‌های تالار وحشت (اتاق کابوس)، زمان وحشت،سایه وحشت(مجموعه داستان) و مورمور (در ایران تحت عنوان دایره وحشت و ترس و لرز نیز ترجمه شده)و بازگشت به خیابان هراس(ترجمه نشده در ایران) را برای نوجوانان و سری خیابان ترس را علاوه بر نوجوانان برای بزرگسالان نیز به نگارش درآورده است.
آر.ال. استاین «رابرت لارنس استاین» در سال ۱۹۴۳ در شهر کلمبوس در ایالت 
اوهایو به دنیا آمد. نویسندگی را از نه سالگی، با نوشتن لطیفه و داستان‌های
 فکاهی برای همکلاسی‌هایش آغاز کرد. اولین کتاب او «راه و رسم مسخرگی و 
خنداندن دیگران» نام داشت. استاین ادبیات ترسناک را در سال ۱۹۸۶، با کتاب 
«وعده ملاقات با یک غریبه» که در مجموعه خیابان وحشت
 بود که در سال ۱۹۸۹ به چاپ رسید، شروع کرد. او در سال ۱۹۹۲ مجموعه دایره 
وحشت «goosebumps» را نوشت. او هم‌اکنون همراه همسرش جین (jane) و پسرش مت 
(matt) زندگی می‌کند و یک نوه دارد."
442.0,ماندانا قهرمانلو,ماندانا قهرمانلو مترجم ایرانی متولد سال 1352 می باشد.
66189.0,مهری رضایی صومعه علیایی,مهری رضایی صومعه علیایی متولد سال 1340، نویسنده ی ایرانی می باشد.
4949.0,نسیم مرعشی,نسیم مرعشی متولد سال ۱۳۶۲ در تهران، فارغ‌التحصیل رشته مهندسی مکانیک، نویسنده، فیلمنامه‌نویس و روزنامه‌نگار است. وی با کتاب پاییز فصل آخر سال است در سال ۱۳۹۳ برنده جایزه ادبی جلال آل‌احمد شد.
38005.0,محسن توحیدیان,محسن توحیدیان، شاعر و نویسنده‌ی ایرانی متولد ۱۳۶۴ است. توحیدیان فعالیت ادبی خود را در سال ۱۳۸۱ با انتشار دفتر شعر «جزیره‌ای در وهم» آغاز کرد و از آن پس شعرها، داستان‌های کوتاه و جستارهای ادبی هنری او در نشریات ادبی کشور منتشر شده است.از آثار او می‌توان به موارد زیر اشاره کرد:نام آن گل‌ها عدم بود (مجموعه داستان - ۱۴۰۰)بی‌گاه کتابچه‌ی تخصصی شعر (۱۳۹۷)خزیدن مار مفاجا بر کلاویه‌های آقای اعتضاد (نمایشنامه - ۱۳۹۱)من والت ویتمن‌ام! (گزیده‌ی شعرهای والت ویتمن - ۱۳۹۰)جزیره‌ای در وهم (مجموعه شعر - ۱۳۸۱)
131.0,هاینریش بل,هاینریش بل، ۲۱ دسامبر ۱۹۱۷ در شهر کلن به دنیا آمد. در بیست سالگی پس از اخذ دیپلم در یک کتابفروشی مشغول به کار شد اما سال بعد از آن، هم زمان با آغاز جنگ جهانی دوم به خدمت سربازی فراخوانده شد و تا سال ۱۹۴۵ را در جبهه های جنگ به سربرد. با این که خانواده اش با نازی ها و حزب ناسیونال سوسیالیسم مخالف بودند، او در ابتدا با آن ها همدلی داشت.بل در سال ۱۹۴۲ با آن ماری سش ازدواج کرد که اولین فرزند آن ها، به نام کرسیتف، در سال ۱۹۴۵ بر اثر بیماری از دنیا رفت. پس از جنگ به تحصیل در رشته ی زبان و ادبیات آلمانی پرداخت.در سال ۱۹۴۷ اولین داستان های خود را به چاپ رسانید و با چاپ داستان قطار به موقع رسید، در سال ۱۹۴۹، به شهرت رسید؛ در سال ۱۹۵۱ با برنده شدن جایزه ی ادبی گروه ۴۷ برای داستان گوسفند سیاه، موفق به دریافت اولین جایزه ی ادبی خود شد. در ۱۹۵۶ به ایرلند سفر کرد تا سال بعد، کتاب یادداشت های روزانه ی ایرلند را به چاپ برساند.در ۱۹۷۱ ریاست انجمن قلم آلمان را به عهده گرفت. او در سال ۱۹۷۲ توانست به عنوان دومین آلمانی، بعد از توماس مان، جایزه ی ادبی نوبل را از آن خود کند.هاینریش بل، خروج خود و همسرش را از کلیسای کاتولیک، در سال ۱۹۷۶، اعلام کرد. او در ۱۶ ژوئیه-ی ۱۹۸۵ از دنیا رفت و جسد او در نزدیکی زادگاهش به خاک سپرده شد.
3178.0,سارنگ ملکوتی,سارنگ ملکوتی متولد 1341 بابل دکترای امور تربیتی و روانکاوی کودک دارد و حدود سی‌سال از عمرش را در آلمان سپری کرده است و هم‌اکنون به‌کار تدریس و ترجمه زبان آلمانی در ایران مشغول است.وی در زمان اقامت در آلمان رمان «دختر برده سیاه کوچولو» تک اثر نویسنده فرانسوی- تونسی امیلینو را ترجمه و منتشر کرد که داستان زندگی دختر بچه‌ای تونسی‌الاصل است که به‌وسیله اعراب حاکم ربوده می‌شود و به بردگی فروخته می‌شود. «افکار نیچه» نوشته زابینه اپل کتاب دیگری است که با ترجمه او در آلمان منتشر شد، سارنگ ملکوتی چند سالی است که در همکاری با مؤسسه انتشارات نگاه ترجمه مجموعه آثار هاینریش بل را تدارک دیده که تاکنون «عقاید یک دلقک»، «قطار سر وقت»، «آدم‌کجابودی»، «نان آن سال‌ها» و «بیلیارد در ساعت نه و نیم» را ترجمه و به بازار عرضه کرد. و هم‌اکنون «خانه بدون نگهبان» را زیر چاپ دارد.
11524.0,میه کو کاواکامی,میه کو کاواکامی (زاده 29 اوت 1976) خواننده، وبلاگ نویس و نویسنده ژاپنی از اوزاکا است. کارهای او برنده جوایز معتبر ادبی ژاپنی در ژانرهای مختلف ، از جمله جایزه 138th Akutagawa برای رمان خود Chichi to run (سینه و تخم مرغ)، جایزه Tanizaki 2013 برای مجموعه داستان کوتاه خود Ai no yume to ka (Dreams of Love و غیره). ) ، و جایزه Nakahara Chūya در سال 2008 برای شعر معاصر برای Sentan de، sasuwa sasareruwa soraeewa شد.
2626.0,مژگان رنجبر,
11482.0,محمدرضا سرشار,محمدرضا سرشار (زادهٔ ۲۳ خرداد ۱۳۳۲، کازرون) مشهور به رضا رهگذر، نویسنده و پژوهشگر و منتقد ادبی و گوینده برنامهٔ رادیویی قصه ظهر جمعه است. او در سال ۱۳۳۲ کازرون[۱] متولد شد. اما بیش از شش سال از سالهای اولیه کودکی را در این شهر سپری نکرد. او پس از اخذ دو دیپلم فنی و ریاضی و طی دورهٔ سربازی در کسوت سرباز معلم (سپاهی دانش) در سال ۱۳۵۴، با رتبه دوم در رشتهٔ مهندسی صنایع دانشگاه علم و صنعت ایران مشغول به تحصیل شد اما به خاطر علاقه‌ای که به نویسندگی داشت موجب شد تا وارد عرصهٔ هنر شود و در سال ۱۳۵۹ در شیراز ازدواج کرد.نخستین آثار قلمی سرشار (رهگذر) در سال ۱۳۵۲، در یکی از مجلات هفتگی ادبی، و اولین کتابش در سال ۱۳۵۵ به چاپ رسید. در مجموع، چهار عنوان کتاب و چند داستان کوتاه از سرشار، در دوران پیش از انقلاب متشر شد.سرشار فعالیت سیاسی در دوران سلطنت دودمان پهلوی را با داستان‌های خود پی می‌گرفت. با وجود این، در دوران اوج‌گیری انقلاب ۵۷، در اواخر دوره صدارت تیمسار ازهاری دستگیر و اوایل نخست وزیری شاهپور بختیار، همراه با خیل زندانیان سیاسی کشور، آزاد شد.در دوران پس از پیروزی انقلاب اسلامی ایران در سال۵۷، حدود ۱۴۰ عنوان کتاب دیگر از وی، در قالب داستان، پژوهش، نقد و مباحث نظری ادبی، به شکل تألیف یا ترجمه، و تعدادی نیز (مانند سه شماره گاهنامه داستان، هفت مجلد قصه‌های انقلاب، دو مجلد «سه شنبه‌های دوست داشتنی» و …)به صورت گردآوری و ویرایش غلیظ، برای کودکان و نوجوانان و بزرگسالان منتشر شد.
36139.0,حلیمه میری,حلیمه میری نویسنده ایرانی متولد سال 1358 می باشد.
8699.0,ماکس هورکهایمر,"ماکس هورکهایمر در ۱۸۹۵ در خانوده‌ای یهودی در اشتوتگارت در آلمان به دنیا آمد. او تنها فرزند بابتا و موسی هورکهایمر بود. در ۱۹۱۷ برای مدت کوتاهی به ارتش پیوست و دو سال بعد تحصیل روان‌شناسی و فلسفه را در مونیخ آغاز کرد. سپس به فرانکفورت رفت و زیر نظر هانس کورنلیوس تحصیلات خود را ادامه داد. در ۱۹۲۲ دکترای فلسفه گرفت و به مدت سه سال دستیار کورنلیوس بود و همان زمان بود که دوستی پایدار او با آدورنو
 آغاز شد. در سال ١٩٢٥ دکتری خود را با رساله ممتازی درباره‌ی سومین نقادی 
کانت گرفت.
در سال ١٩٢٨ بعد از سال‌ها دلدادگی با رز مایدن ریکهر که زمانی منشی پدرش 
بود و هشت سال از او بزرگتر بود، ازدواج کرد.در همان سال تدریس فلسفه سیاسی
 را در دانشگاه فرانکفورت را نیز آغاز کرد."
11987.0,رضا تبریزی,: رضا تبریزی، متولد ۱۳۵۱، نویسنده ایرانی است.آثار وی شامل:۱- آموزش و تمرین زیبانویسی: برای پیش‌دبستانی‌ها، مطابق با طرح ملی زیبانویسی۲- کتاب هنر اول دبستان: آموزش تصویری۳- آموزش و تمرین خوشنویسی خط نستعلیق تحریری از حرف تا سطر
19353.0,مولی پاتر,مولی پاتر کار خود را به عنوان یک دانشمند آغاز کرد. با این حال، او خیلی زود فهمید که شیمی فرصتهای زیادی برای کار با مردم ندارد و آنها واقعاً او را علاقه مند می کنند - بنابراین او از کشتی فرار کرد و به عنوان معلم دبستان آموزش دید. وی متعاقباً مدتها با كودكان و در آموزش با لباسهای مختلف كار كرده است. اولین کتابهایی که مولی منتشر کرده بود در زمینه تفکر خلاق، حل مسئله و آموزش شخصی، اجتماعی و بهداشتی (PSHE) بود و هدف آنها معلمان بود. بعداً، او به نوشتن کتابهای تصویری روی آورد که به کودکان خردسال با احساسات و موقعیتهای روی حیله و تزویر کمک می کند. رویکرد صادقانه، گشوده و خاکی او کودکان را آگاه و مطمئن می کند.
11465.0,ندا حرمتی,ندا حرمتی متولد سال 1358، نویسنده و مترجم ایرانی است.
4348.0,نادر ابراهیمی,نادر ابراهیمی (زاده ۱۴ فروردین ۱۳۱۵ در تهران – درگذشته در تاریخ ۱۶ خرداد ۱۳۸۷، تهران)، داستان‌نویس معاصر ایرانی بود. او علاوه بر نوشتن رمان و داستان کوتاه در زمینه‌های فیلم‌سازی، ترانه‌سرایی، ترجمه، و روزنامه‌نگاری نیز فعالیت کرده‌ است. ابراهیمی، همراهِ بهرام بیضایی و ابراهیم گلستان، از اندک‌شمار سخنوران ایرانی به‌شمار می‌رود که هم در سینما و هم در ادبیات کار کرده و شناخته شده بوده‌اند. نادر ابراهیمی تحصیلات مقدماتی خود را در زادگاهش یعنی شهر تهران گذراند و پس از گرفتن دیپلم ادبی از دبیرستان دارالفنون، به دانشکده حقوق وارد شد. اما این دانشکده را پس از دو سال رها کرد و سپس در رشته زبان و ادبیات انگلیسی به درجه لیسانس رسید. نادر ابراهیمی چندین فیلم مستند و سینمایی و همچنین دو مجموعه تلویزیونی را نوشته و کارگردانی کرده، و آهنگ‌ها و ترانه‌هایی برای آن‌ها ساخته‌است. او همچنین توانسته‌است نخستین مؤسسه غیرانتفاعی ـ غیردولتی ایران‌شناسی را تأسیس کند؛ که هزینه و زحمت‌های فراوانی برای سفر، تهیه فیلم و عکس و اسلاید از سراسر ایران و بایگانی کردن آن‌ها صرف کرد؛ ولی چنان‌که باید، شناخته و به‌کار گرفته نشد و با فرارسیدن انقلاب و جنگ، متوقف شد.
50297.0,مریم کیانی فرید,مریم کیانی فریدعضو هیأت علمی، استادیار پژوهشی و نویسنده ایرانی متولد سال 1354 می باشد.
56.0,جان اشتاین بک,جان ارنست استاینبک جونیور، زاده ی ۲۷ فوریه ۱۹۰۲ - درگذشته ی ۲۰ دسامبر ۱۹۶۸) که در منابع فارسی بیشتر با نام جان اشتاین بک شناخته می شود، یکی از شناخته شده ترین و پرخواننده ترین نویسندگان قرن بیستم آمریکاست. پدر جان، خزانه دار و مادرش آموزگار بود. پس از تحصیل علوم در دانشگاه استانفورد، در سال ۱۹۲۵ بی آنکه دانشنامه ای دریافت کرده باشد، دانشگاه را رها کرد و به نیویورک رفت. در این شهر خبرنگاری کرد و پس از دو سال به کالیفرنیا برگشت. مدتی به عنوان کارگر ساده، متصدی داروخانه، میوه چین و... به کار پرداخت و به همین سبب با مشکلات برزگران و کارگران آشنا شد. پس از آن، پاسبانی خانه ای را پذیرفت و در این زمان وقت کافی برای خواندن و نوشتن پیدا کرد. زمانی که جهان به سرعت به سمت مدرنیسم پیش می رفت و ادوات جدید کشاورزی جایگزین بیل و گاوآهن می شد، او در اندیشه ی غم و درد و رنج آنان بود. نخستین اثرش جام زرین را در سال ۱۹۲۹ نوشت. نگاه انسان دوستانه و دقیق او به جهان پیرامون و چهره ی رنج کشیده ی خودش سبب درخشش او در نوشتن آثاری چون موش ها و آدم ها و خوشه های خشم شد.خوشه های خشم او، در سال ۱۹۳۹ منتشر شد و جایزه ی پولیتزر را از آن خود کرد. اشتاین بک به سبب خلق این آثار، جایزه ی نوبل سال ۱۹۶۲ را برد. از نوشته های دیگر او به چراگاه های آسمان، به خدایی ناشناس، تورتیلافلت، دره دراز، ماه پنهان است، دهکده ی ازیادرفته، کره اسب کهر، شرق بهشت، مروارید و پنجشنبه ی شیرین می توان اشاره کرد.
192.0,سروش حبیبی,سروش حبیبی در ۷ خرداد ۱۳۱۲ در تهران متولد شد. تحصیلات دبیرستانی را در تهران در دبیرستان فیروز بهرام به پایان رساند. از سال ۱۳۲۹ در مدرسه عالی پست و تلگراف ادامه تحصیل داد و سپس به خدمت وزارت پست و تلگراف و تلفن درآمد. در سال ۱۳۳۹ برای ادامه تحصیل به دانشکده فنی دارمشتات در آلمان رفت و به مدت سه سال به تحصیل در رشته الکترونیک و نیز یادگیری زبان آلمانی پرداخت. در وزارت پست و تلگراف رئیس دروس دانشکده مخابرات شد و در تغییر برنامه و تبدیل آن به دانشگاه مخابرات سهم عمده ای داشت، و از او به عنوان مجری طرح تشکیل مرکز تحقیقات مخابرات نیز یاد می شود. فعالیت او در زمینه ترجمه از همکاری منظم با مجله سخن آغاز شد. در سال ۱۳۵۱ پس از ۲۰ سال خدمت از وزارت پست و تلگراف و تلفن بازنشسته شد، و در انتشارات دانشگاه صنعتی آریامهر با سمت سرویراستار به کار مشغول شد و به ویراستاری چند کتاب دانشگاهی از جمله فیزیک دانشگاهی پرداخت. سروش حبیبی در سال ۱۳۵۶ به آمریکا رفت و از سال ۱۳۵۸ در فرانسه اقامت دارد.سروش حبیبی طی بیش از چهار دهه فعالیت خود در عرصهٔ ترجمهٔ آثار ادبی، دریچه تازه ای به روی خوانندگان ایرانی گشوده است، و آشنایی فارسی زبانان با نویسندگانی چون رومن گاری، آلخو کارپانتیه و الیاس کانتی از راه ترجمه های او بوده است. سروش حبیبی مترجمی چند زبانه است و از زبان های آلمانی، انگلیسی، روسی و فرانسوی به فارسی ترجمه می کند. اعتماد خوانندگان ایرانی به شیوهٔ ترجمهٔ او چنان است که هر یک از ترجمه های تازهٔ او از آثار نویسندگان مشهوری چون داستایوسکی که سال ها پیش به فارسی ترجمه شده بوده اند با استقبال خوانندگان آثار ادبی روبرو می شود.
297.0,محسن سلیمانی,محسن سلیمانی متولد ۱۳۳۸ در تهران و فارغ التحصیل رشته زبان و ادبیات انگلیسی است. وی که در حوزه ترجمه و نقد ادبیات داستانی و داستان نویسی فعالیت دارد، کار نویسندگی را در «حوزه اندیشه و هنر اسلامی» از سال ۱۳۵۹ شروع کرد. در آنجا چند سالی مسئول واحد ادبیات داستانی بود و سردبیری جنگ های سوره از شماره ۱ تا ۹ را برعهده داشت. سلیمانی تاکنون در زمینه نقد ادبی، اصول داستان نویسی و نیز داستان در حدود ۷۰ کتاب ترجمه و تألیف کرده است. وی مقالات زیادی در زمینه ادبیات نگاشته که در نشریه های معتبر داخلی به چاپ رسیده است. به علاوه چند سالی نیز در دانشکدهٔ هنرهای زیبای دانشگاه تهران داستان نویسی تدریس کرده است. وزارت فرهنگ و ارشاد اسلامی در ۱۸ تیرماه ۱۳۹۴ به سلیمانی نشان درجه یک هنری دز زمینه ادبیات داستانی اعطا کرد.
3899.0,محمدجعفر محجوب,محمدجعفر محجوب ( ۱۳۰۳ تهران – ۱۳۷۴ لس آنجلس، کالیفرنیا)، نویسنده، محقق، مترجم، مصحح، فرهنگ نویس، فرهنگ‌پژوه ایرانی، استاد دانشگاه در داخل و خارج ایران و صاحب‌نظر در فرهنگ و ادب عامه بود.
19071.0,نفیسه غفاری مقدم,
19180.0,مرجان حسینی,
2911.0,فرزام حبیبی,
5642.0,ماکس فریش,ماکس فریش ، زاده ۱۵ می ۱۹۱۱ و درگذشته ی ۴ آپریل ۱۹۹۱، داستان نویس، نمایش نامه نویس و معمار سوییسی بود. فریش در دانشگاه زوریخ ادبیات آلمانی خواند و در سال ۱۹۳۴ اولین رمانش را به رشته ی تحریر درآورد. او پس از انتشار دومین رمانش تصمیم گرفت نویسندگی را رها کند و به معماری روی آورد، اما پس از دریافت جایزه ی «کنراد فردیناند مایر»، دوباره نویسندگی را از سر گرفت. فریش در سال ۱۹۵۴ کتاب «اشتیلر» را منتشر کرد و با این اثر در دنیای ادبیات مشهور شد.
780.0,حمید سمندریان,حمید سمندریان کارگردان تئاتر و مترجم برخی از متون کلاسیک ادبیات نمایشی در سال ۱۳۱۰ در تهران متولد شدشروع فعالیت تئاتریش در حین تحصیل در دوره متوسطه بود او در کلاس های تئاتر و هنرپیشگی استادان حسین خیرخواه، شباویز و نصرت کریمی شرکت و تحصیل کرد. این کلاس ها زیر نظر استاد عبدالحسین نوشین اداره می شد. حمید سمندریان همچنین ویلون می نواخت و از شاگردان محمود ذوالفنون ،برادر بزرگتر زنده یاد جلال ذوالفنون بود.وی پس از اتمام دوره دبیرستان به اروپا سفر کرد و در آلمان دوره مهندسی شوفاژ سانترال را در دانشگاه صنعتی برلین گذراند اما بعد از آن به کنسرواتور عالی موسیقی و هنرهای نمایشی هامبورگ وارد شد برخورد با تئاتر آن قدر برایش جذاب بود که مجالی برای موسیقی نمی گذاشت و شاید برای همیشه از موسیقی خداحافظی کرد.او طی شش سال به صورت آکادمیک تحت آموزش ادوارد مارکس که یکی از استادان برجسته تئاتر بود اصول و مبانی کارگردانی و بازیگری را آموخت و همزمان در آلمان به صورت حرفه ای مشغول به کار شد.وی پس از پایان این دوره به دعوت اداره هنرهای نمایشی دراماتیک اداره کل هنرهای زیبای کشور به ایران برگشت و به سرعت نمایشنامه دوزخ یا دربسته اثر ژان پل سارتر را در تالار نوبنیاد همین اداره به روی صحنه آورد، ضمنا با همکاری دکتر مهدی فروغ به تاسیس هنرستان آزاد هنرهای دراماتیک که وابسته به هنرهای زیبای کل کشور بود دست زد.حمید سمندریان در سال های پیش از انقلاب، سال ۱۳۴۲ گروه تئاتری منسجمی به نام گروه هنری پاسارگاد تشکیل داد که افراد گروه عبارت اند از: پرویز پورحسینی، سعید پورصمیمی، پری صابری، اسماعیل محرابی، جمشید مشایخی، پرویز کاردان، محمد حفاظی، منوچهر فرید، ثریا قاسمی، اسماعیل شنگله، مهدی فخیم زاده و …سمندریان برخی از مهمترین متون نمایشی از نویسندگان شاخص ادبیات نمایشی غرب همانند فردریش دورنمات،برتولت برشت،آنتوان چخوف، اوژن یونسکو،آرتور میلر، ماکس فریش،ژان آنوی،تنسی ویلیامز،ژان پل سارتر،هنریک ایبسن را ترجمه و سپس خود کارگردانی کرد . از این منظر باید او را یکی از کارگردانان شاخص تئاتر در تاریخ تئاتر ایران به شمار آورد که سهمی جدی در آشنایی مردم و علاقه مندان تئاتر و نمایش با متون و آثار کلاسیک و برجسته تاریخ تئاتر جهان به شمار آورد.سمندریان تجربه ای هم در حیطه سینما داشت و فیلم تمام وسوسه های زمین را در سال های اولیه دهه شضت کارگردانی کرد،اما دیگر به سمت سینما نیامد،اگرچه همسرش ،هما روستا از جمله بازیگران شاخص تئاتر و سینما بود و برای برخی از فیلم ها جایزه سیمرغ بهترین بازیگری زن را هم دریافت کرد.سمندریان بامداد روز 22 تیرماه 1391 درگذشت، در حالی که قرار بود نمایش گالیله اثر برتولت برشت را به روی صحنه ببرد.
17673.0,علی گلستانی,علی گلستانی متولد سال 1380 ، نویسنده ی معاصر ایرانی است که از نوجوانی داستان های خود را منتشر می کند.
5835.0,علیرضا روشن,
49555.0,لورا وید,
49554.0,مایکل وید,
245.0,مریم مفتاحی,مریم مفتاحی، متولد 1343 و دانش اموخته رشته زبان انگلیسی از دانشگاه علامه طباطبایی تهران است. این مترجم، مدرک کارشناسی ارشد خود را نیز در همین رشته از دانشگاه ازاد اسلامی واحد مرکز دریافت کرده است. مریم مفتاحی 16 رمان در کارنامه ادبی خود دارد و چند رمان را نیز در دست ترجمه و چاپ از سوی ناشران مختلف دارد. تمام این رمان ها ترجمه هستند. مریم مفتاحی علاقه خاصی به ترجمه رمان هایی دارد که به درون انسان ها، لایه های متفاوت روح و روان و لایه های درونی ذهن شخصیت ها پرداخته باشد.
48743.0,محمد اکرم غنیمت پنجابی,"""محمد اکرم ""متخلص به ""غنیمت ""از شاعران سده دوازدهم در هند است ."
29609.0,عبدالرضا رضائی نیا,عبدالرضا رضائي‌نيا (1343) شاعر ایرانی است.
32301.0,جانت هریس,جانت هریس (Janet Harris) نویسنده آمریکایی می باشد.
310.0,شهلا طهماسبی,شهلا طهماسبی متولد سال 1331 در تهران است. اگرچه او فارغ التحصیل رشته حقوق از دانشگاه شهید بهشتی است اما بیشتر عمر خود را صرف ترجمه کتاب کرده است. بخش عمده‌ی ترجمه‌های او به کتاب کودک و نوجوان  اختصاص دارد و بیشتر از 40 اثر در این زمینه توسط او ترجمه شده است. از معروف‌ترین آثار شهلا طهماسبی می‌توان به کتاب ماتیلدا، جادوگرها، سفر تک نفره، چارلی و کارخانه شکلات سازی نوشته رولد دال اشاره کرد. او همچنین  ترجمه کتاب از نویسندگان برجسته و شناخته شده‌ای مانند اورهان پاموک، مارک تواین، جان اشتاین بک و آگاتا کریستی را در کارنامه خود دارد.
