id,name,description,counter
4949.0,نسیم مرعشی,نسیم مرعشی متولد سال ۱۳۶۲ در تهران، فارغ‌التحصیل رشته مهندسی مکانیک، نویسنده، فیلمنامه‌نویس و روزنامه‌نگار است. وی با کتاب پاییز فصل آخر سال است در سال ۱۳۹۳ برنده جایزه ادبی جلال آل‌احمد شد.,265
38005.0,محسن توحیدیان,محسن توحیدیان، شاعر و نویسنده‌ی ایرانی متولد ۱۳۶۴ است. توحیدیان فعالیت ادبی خود را در سال ۱۳۸۱ با انتشار دفتر شعر «جزیره‌ای در وهم» آغاز کرد و از آن پس شعرها، داستان‌های کوتاه و جستارهای ادبی هنری او در نشریات ادبی کشور منتشر شده است.از آثار او می‌توان به موارد زیر اشاره کرد:نام آن گل‌ها عدم بود (مجموعه داستان - ۱۴۰۰)بی‌گاه کتابچه‌ی تخصصی شعر (۱۳۹۷)خزیدن مار مفاجا بر کلاویه‌های آقای اعتضاد (نمایشنامه - ۱۳۹۱)من والت ویتمن‌ام! (گزیده‌ی شعرهای والت ویتمن - ۱۳۹۰)جزیره‌ای در وهم (مجموعه شعر - ۱۳۸۱),266
11482.0,محمدرضا سرشار,محمدرضا سرشار (زادهٔ ۲۳ خرداد ۱۳۳۲، کازرون) مشهور به رضا رهگذر، نویسنده و پژوهشگر و منتقد ادبی و گوینده برنامهٔ رادیویی قصه ظهر جمعه است. او در سال ۱۳۳۲ کازرون[۱] متولد شد. اما بیش از شش سال از سالهای اولیه کودکی را در این شهر سپری نکرد. او پس از اخذ دو دیپلم فنی و ریاضی و طی دورهٔ سربازی در کسوت سرباز معلم (سپاهی دانش) در سال ۱۳۵۴، با رتبه دوم در رشتهٔ مهندسی صنایع دانشگاه علم و صنعت ایران مشغول به تحصیل شد اما به خاطر علاقه‌ای که به نویسندگی داشت موجب شد تا وارد عرصهٔ هنر شود و در سال ۱۳۵۹ در شیراز ازدواج کرد.نخستین آثار قلمی سرشار (رهگذر) در سال ۱۳۵۲، در یکی از مجلات هفتگی ادبی، و اولین کتابش در سال ۱۳۵۵ به چاپ رسید. در مجموع، چهار عنوان کتاب و چند داستان کوتاه از سرشار، در دوران پیش از انقلاب متشر شد.سرشار فعالیت سیاسی در دوران سلطنت دودمان پهلوی را با داستان‌های خود پی می‌گرفت. با وجود این، در دوران اوج‌گیری انقلاب ۵۷، در اواخر دوره صدارت تیمسار ازهاری دستگیر و اوایل نخست وزیری شاهپور بختیار، همراه با خیل زندانیان سیاسی کشور، آزاد شد.در دوران پس از پیروزی انقلاب اسلامی ایران در سال۵۷، حدود ۱۴۰ عنوان کتاب دیگر از وی، در قالب داستان، پژوهش، نقد و مباحث نظری ادبی، به شکل تألیف یا ترجمه، و تعدادی نیز (مانند سه شماره گاهنامه داستان، هفت مجلد قصه‌های انقلاب، دو مجلد «سه شنبه‌های دوست داشتنی» و …)به صورت گردآوری و ویرایش غلیظ، برای کودکان و نوجوانان و بزرگسالان منتشر شد.,267
11524.0,میه کو کاواکامی,میه کو کاواکامی (زاده 29 اوت 1976) خواننده، وبلاگ نویس و نویسنده ژاپنی از اوزاکا است. کارهای او برنده جوایز معتبر ادبی ژاپنی در ژانرهای مختلف ، از جمله جایزه 138th Akutagawa برای رمان خود Chichi to run (سینه و تخم مرغ)، جایزه Tanizaki 2013 برای مجموعه داستان کوتاه خود Ai no yume to ka (Dreams of Love و غیره). ) ، و جایزه Nakahara Chūya در سال 2008 برای شعر معاصر برای Sentan de، sasuwa sasareruwa soraeewa شد.,268
2626.0,مژگان رنجبر,,269
2198.0,سعدی,بومحمد مشرف الدین مصلح بن عبدالله بن مشرّف، متخلص به سعدی زاده ی سال 606 و در گذشته ی سال 690 هجری قمری، شاعر و نویسنده ی بزرگ ایرانی بود.سعدی به احتمال زیاد در سال 606 هجری قمری (برابر با حدود 589 خورشیدی و 1210 میلادی) در شیراز به دنیا آمد. با این حال، برخی از صاحب نظران، تولد او را در حدود سال 585 هجری قمری می دانند. با توجه به این که هیچ منبع تاریخی مستقلی در مورد زادروز سعدی گزارشی نداشته است، هر دو تاریخ ذکر شده، بر اساس استنباط صاحب نظران از آثار خود او به دست آمده است.نام کوچک سعدی، مصلح، از نام پدربزرگ پدری اش گرفته شد. پدر او، ملازم دربار سعد بن زنگی، اتابک فارس، بود و همزمان به علوم دینی نیز اشتغال داشت. سعدی از کودکی تحت تعلیم و تربیت قرار گرفت و از عشق و آموزه های خردمندانه ی پدر به نیکی یاد می کرد. سعدی در دوازده سالگی پدرش را از دست داد و تحت تکفل پدربزرگ مادری خود، مسعود بن مصلح الفارسی، قرار گرفت. او در دوران کودکی، مقدمات علوم ادبی و شرعی را در شیراز آموخت. سعدی به قولی، خواهرزاده ی قطب الدین شیرازی، دانشمند و فیلسوف سرشناس است. دوران کودکی و نوجوانی سعدی همزمان با اتابکی سعد بن زنگی در فارس بود، که با حمله ی مغول به ایران مصادف شد. اوضاع نابسامان ایران در پایان دوران سلطان محمد خوارزمشاه و به ویژه حمله ی سلطان غیاث الدین خوارزمشاه، برادر جلال الدین خوارزمشاه، به شیراز در سال 620 هجری قمری، سعدی را بر آن داشت که در روزگار جوانی شیراز را ترک کند و به بغداد برود.سعدی، تأثیر انکارناپذیری بر زبان فارسی گذاشته است به طوری که شباهت قابل توجهی بین فارسی امروزی و زبان سعدی وجود دارد. آثار او مدت ها در مدارس و مکتب خانه ها به عنوان منبع آموزش زبان و ادبیات فارسی تدریس می شده و بسیاری از ضرب المثل های رایج در زبان فارسی از آثار وی گرفته شده است. او بر خلاف بسیاری از نویسندگان معاصر یا پیش از خود، ساده نویسی و ایجاز را در پیش گرفت و توانست، حتی در زمان حیاتش، شهرت زیادی به دست آورد. آثار سعدی اصطلاحا سهل ممتنع است و در آن ها نکته سنجی و طنز آشکار یا پنهان ملاحظه می شود.تاریخ درگذشت سعدی را در منابع گوناگون، بین سال های 690 تا 695 هجری قمری ذکر کرده اند. اما مورد اعتمادترین روایت که سعید نفیسی طرح می کند، این است که وی در 27 ذیحجه ی سال 690 هجری درگذشته و در همان خانقاهی که اقامت گزیده بود، به خاک سپرده شده است.,270
36139.0,حلیمه میری,حلیمه میری نویسنده ایرانی متولد سال 1358 می باشد.,271
131.0,هاینریش بل,هاینریش بل، ۲۱ دسامبر ۱۹۱۷ در شهر کلن به دنیا آمد. در بیست سالگی پس از اخذ دیپلم در یک کتابفروشی مشغول به کار شد اما سال بعد از آن، هم زمان با آغاز جنگ جهانی دوم به خدمت سربازی فراخوانده شد و تا سال ۱۹۴۵ را در جبهه های جنگ به سربرد. با این که خانواده اش با نازی ها و حزب ناسیونال سوسیالیسم مخالف بودند، او در ابتدا با آن ها همدلی داشت.بل در سال ۱۹۴۲ با آن ماری سش ازدواج کرد که اولین فرزند آن ها، به نام کرسیتف، در سال ۱۹۴۵ بر اثر بیماری از دنیا رفت. پس از جنگ به تحصیل در رشته ی زبان و ادبیات آلمانی پرداخت.در سال ۱۹۴۷ اولین داستان های خود را به چاپ رسانید و با چاپ داستان قطار به موقع رسید، در سال ۱۹۴۹، به شهرت رسید؛ در سال ۱۹۵۱ با برنده شدن جایزه ی ادبی گروه ۴۷ برای داستان گوسفند سیاه، موفق به دریافت اولین جایزه ی ادبی خود شد. در ۱۹۵۶ به ایرلند سفر کرد تا سال بعد، کتاب یادداشت های روزانه ی ایرلند را به چاپ برساند.در ۱۹۷۱ ریاست انجمن قلم آلمان را به عهده گرفت. او در سال ۱۹۷۲ توانست به عنوان دومین آلمانی، بعد از توماس مان، جایزه ی ادبی نوبل را از آن خود کند.هاینریش بل، خروج خود و همسرش را از کلیسای کاتولیک، در سال ۱۹۷۶، اعلام کرد. او در ۱۶ ژوئیه-ی ۱۹۸۵ از دنیا رفت و جسد او در نزدیکی زادگاهش به خاک سپرده شد.,272
3178.0,سارنگ ملکوتی,سارنگ ملکوتی متولد 1341 بابل دکترای امور تربیتی و روانکاوی کودک دارد و حدود سی‌سال از عمرش را در آلمان سپری کرده است و هم‌اکنون به‌کار تدریس و ترجمه زبان آلمانی در ایران مشغول است.وی در زمان اقامت در آلمان رمان «دختر برده سیاه کوچولو» تک اثر نویسنده فرانسوی- تونسی امیلینو را ترجمه و منتشر کرد که داستان زندگی دختر بچه‌ای تونسی‌الاصل است که به‌وسیله اعراب حاکم ربوده می‌شود و به بردگی فروخته می‌شود. «افکار نیچه» نوشته زابینه اپل کتاب دیگری است که با ترجمه او در آلمان منتشر شد، سارنگ ملکوتی چند سالی است که در همکاری با مؤسسه انتشارات نگاه ترجمه مجموعه آثار هاینریش بل را تدارک دیده که تاکنون «عقاید یک دلقک»، «قطار سر وقت»، «آدم‌کجابودی»، «نان آن سال‌ها» و «بیلیارد در ساعت نه و نیم» را ترجمه و به بازار عرضه کرد. و هم‌اکنون «خانه بدون نگهبان» را زیر چاپ دارد.,273
19353.0,مولی پاتر,مولی پاتر کار خود را به عنوان یک دانشمند آغاز کرد. با این حال، او خیلی زود فهمید که شیمی فرصتهای زیادی برای کار با مردم ندارد و آنها واقعاً او را علاقه مند می کنند - بنابراین او از کشتی فرار کرد و به عنوان معلم دبستان آموزش دید. وی متعاقباً مدتها با كودكان و در آموزش با لباسهای مختلف كار كرده است. اولین کتابهایی که مولی منتشر کرده بود در زمینه تفکر خلاق، حل مسئله و آموزش شخصی، اجتماعی و بهداشتی (PSHE) بود و هدف آنها معلمان بود. بعداً، او به نوشتن کتابهای تصویری روی آورد که به کودکان خردسال با احساسات و موقعیتهای روی حیله و تزویر کمک می کند. رویکرد صادقانه، گشوده و خاکی او کودکان را آگاه و مطمئن می کند.,274
11465.0,ندا حرمتی,ندا حرمتی متولد سال 1358، نویسنده و مترجم ایرانی است.,275
48743.0,محمد اکرم غنیمت پنجابی,"""محمد اکرم ""متخلص به ""غنیمت ""از شاعران سده دوازدهم در هند است .",276
29609.0,عبدالرضا رضائی نیا,عبدالرضا رضائي‌نيا (1343) شاعر ایرانی است.,277
5642.0,ماکس فریش,ماکس فریش ، زاده ۱۵ می ۱۹۱۱ و درگذشته ی ۴ آپریل ۱۹۹۱، داستان نویس، نمایش نامه نویس و معمار سوییسی بود. فریش در دانشگاه زوریخ ادبیات آلمانی خواند و در سال ۱۹۳۴ اولین رمانش را به رشته ی تحریر درآورد. او پس از انتشار دومین رمانش تصمیم گرفت نویسندگی را رها کند و به معماری روی آورد، اما پس از دریافت جایزه ی «کنراد فردیناند مایر»، دوباره نویسندگی را از سر گرفت. فریش در سال ۱۹۵۴ کتاب «اشتیلر» را منتشر کرد و با این اثر در دنیای ادبیات مشهور شد.,278
780.0,حمید سمندریان,حمید سمندریان کارگردان تئاتر و مترجم برخی از متون کلاسیک ادبیات نمایشی در سال ۱۳۱۰ در تهران متولد شدشروع فعالیت تئاتریش در حین تحصیل در دوره متوسطه بود او در کلاس های تئاتر و هنرپیشگی استادان حسین خیرخواه، شباویز و نصرت کریمی شرکت و تحصیل کرد. این کلاس ها زیر نظر استاد عبدالحسین نوشین اداره می شد. حمید سمندریان همچنین ویلون می نواخت و از شاگردان محمود ذوالفنون ،برادر بزرگتر زنده یاد جلال ذوالفنون بود.وی پس از اتمام دوره دبیرستان به اروپا سفر کرد و در آلمان دوره مهندسی شوفاژ سانترال را در دانشگاه صنعتی برلین گذراند اما بعد از آن به کنسرواتور عالی موسیقی و هنرهای نمایشی هامبورگ وارد شد برخورد با تئاتر آن قدر برایش جذاب بود که مجالی برای موسیقی نمی گذاشت و شاید برای همیشه از موسیقی خداحافظی کرد.او طی شش سال به صورت آکادمیک تحت آموزش ادوارد مارکس که یکی از استادان برجسته تئاتر بود اصول و مبانی کارگردانی و بازیگری را آموخت و همزمان در آلمان به صورت حرفه ای مشغول به کار شد.وی پس از پایان این دوره به دعوت اداره هنرهای نمایشی دراماتیک اداره کل هنرهای زیبای کشور به ایران برگشت و به سرعت نمایشنامه دوزخ یا دربسته اثر ژان پل سارتر را در تالار نوبنیاد همین اداره به روی صحنه آورد، ضمنا با همکاری دکتر مهدی فروغ به تاسیس هنرستان آزاد هنرهای دراماتیک که وابسته به هنرهای زیبای کل کشور بود دست زد.حمید سمندریان در سال های پیش از انقلاب، سال ۱۳۴۲ گروه تئاتری منسجمی به نام گروه هنری پاسارگاد تشکیل داد که افراد گروه عبارت اند از: پرویز پورحسینی، سعید پورصمیمی، پری صابری، اسماعیل محرابی، جمشید مشایخی، پرویز کاردان، محمد حفاظی، منوچهر فرید، ثریا قاسمی، اسماعیل شنگله، مهدی فخیم زاده و …سمندریان برخی از مهمترین متون نمایشی از نویسندگان شاخص ادبیات نمایشی غرب همانند فردریش دورنمات،برتولت برشت،آنتوان چخوف، اوژن یونسکو،آرتور میلر، ماکس فریش،ژان آنوی،تنسی ویلیامز،ژان پل سارتر،هنریک ایبسن را ترجمه و سپس خود کارگردانی کرد . از این منظر باید او را یکی از کارگردانان شاخص تئاتر در تاریخ تئاتر ایران به شمار آورد که سهمی جدی در آشنایی مردم و علاقه مندان تئاتر و نمایش با متون و آثار کلاسیک و برجسته تاریخ تئاتر جهان به شمار آورد.سمندریان تجربه ای هم در حیطه سینما داشت و فیلم تمام وسوسه های زمین را در سال های اولیه دهه شضت کارگردانی کرد،اما دیگر به سمت سینما نیامد،اگرچه همسرش ،هما روستا از جمله بازیگران شاخص تئاتر و سینما بود و برای برخی از فیلم ها جایزه سیمرغ بهترین بازیگری زن را هم دریافت کرد.سمندریان بامداد روز 22 تیرماه 1391 درگذشت، در حالی که قرار بود نمایش گالیله اثر برتولت برشت را به روی صحنه ببرد.,279
49555.0,لورا وید,,280
49554.0,مایکل وید,,281
245.0,مریم مفتاحی,مریم مفتاحی، متولد 1343 و دانش اموخته رشته زبان انگلیسی از دانشگاه علامه طباطبایی تهران است. این مترجم، مدرک کارشناسی ارشد خود را نیز در همین رشته از دانشگاه ازاد اسلامی واحد مرکز دریافت کرده است. مریم مفتاحی 16 رمان در کارنامه ادبی خود دارد و چند رمان را نیز در دست ترجمه و چاپ از سوی ناشران مختلف دارد. تمام این رمان ها ترجمه هستند. مریم مفتاحی علاقه خاصی به ترجمه رمان هایی دارد که به درون انسان ها، لایه های متفاوت روح و روان و لایه های درونی ذهن شخصیت ها پرداخته باشد.,282
9671.0,پروانه سراوانی,پرتقال خونی، برنده‌ جایزه رمان اول ماندگار و نخستین رمان پروانه سراوانی است. این نویسنده متولد سال ۱۳۵۵، دارای مدرک کارشناسی ارشد زبان و ادبیات فارسی است که فعالیت‌های ادبی خود را از نوجوانی و با انتشار اشعارش در روزنامه‌ها و مجلات آغاز کرده است. پرتقال خونی، شرح خم و راست شدن‌های ستون یک خانواده است، که عشق از آن حفاظت می‌کند؛ عشقی مادرانه که قهرمان قصه را به آن سوی مرزها می‌کشاند تا برای فراهم کردن آسایش پسرانش، تن به خطر بسپارد و پا بر مرز مرگ و زندگی بگذارد,283
8721.0,شهریار مندنی پور,شهیار مندنی‌پور در ۲۶ بهمن ۱۳۳۵ در شیراز به دنیا آمد. نخستین مجموعه داستان او به نام سایه‌های غار در سال ۱۳۶۸ منتشر شد. او مدت‌ها سردبیر هفته‌نامهٔ توقیف‌شدهٔ عصر پنجشنبه بود و هم‌اکنون در آمریکا به سر می‌برد. او از مهم‌ترین نویسندگان نسل سوم داستان‌نویسی ایرانی محسوب می‌شود که داستان‌هایش به لحاظ فرم و زبان از اهمیت قابل توجهی برخوردار است. وی در دانشگاه‌های هاروارد و بوستون کالج و تافتس تدریس کرده‌است.,284
32301.0,جانت هریس,جانت هریس (Janet Harris) نویسنده آمریکایی می باشد.,285
310.0,شهلا طهماسبی,شهلا طهماسبی متولد سال 1331 در تهران است. اگرچه او فارغ التحصیل رشته حقوق از دانشگاه شهید بهشتی است اما بیشتر عمر خود را صرف ترجمه کتاب کرده است. بخش عمده‌ی ترجمه‌های او به کتاب کودک و نوجوان  اختصاص دارد و بیشتر از 40 اثر در این زمینه توسط او ترجمه شده است. از معروف‌ترین آثار شهلا طهماسبی می‌توان به کتاب ماتیلدا، جادوگرها، سفر تک نفره، چارلی و کارخانه شکلات سازی نوشته رولد دال اشاره کرد. او همچنین  ترجمه کتاب از نویسندگان برجسته و شناخته شده‌ای مانند اورهان پاموک، مارک تواین، جان اشتاین بک و آگاتا کریستی را در کارنامه خود دارد.,286
14540.0,شاگا هیراتا,ش‍اگ‍ا ه‍ی‍رات‍ا (Shogo Hirata) نویسنده ژاپنی است.,287
33864.0,حسین مافی,حسین مافی متولد سال 1351، نویسنده ایرانی می باشد.,288
20318.0,محمد حسینی بهشتی,,289
5860.0,حمیدرضا برقعی,حمیدرضا برقعی، شاعر آئینی و شاگرد محمدعلی مجاهدی (پروانه) است. نخستین اثر وی با نام طوفان واژه ها که مجموعه ای از اشعار آئینی است، در سال ۸۷ منتشر شده و با استقبال زیادی مواجه شد. برقعی هدف خود از سرودن این اشعار را برقراری تعامل بیشتر و بهتر میان شعر آیینی عامه پسند و قابل ارائه در هیئت های مذهبی با شعر خاص پسند و قابل ارائه در همایش های جدی ادبیات مطرح کرده است. موضوعات مهدوی، علوی، فاطمی و عاشورایی بیشترین حجم این مجموعه را به خود اختصاص داده اند. کتاب های رقعه وتحریرهای رود، گزیدهٔ اشعار عاشورایی دیگر آثاری است که از این نویسنده به چاپ رسیده است,290
5484.0,رویا خوئی,رویا خوئی نویسنده و مترجم، متولد ١٣٤٢ تهران است. او لیسانس علوم آزمایشگاهی و لیسانس و فوق لیسانس مترجمی زبان فرانسه دارد.از سال ١٣٧٦ ترجمه کتاب برای کودکان و نوجوانان را شروع کرد و تا به حال بیش از ١٠٠ عنوان کتاب از او به چاپ رسیده است.عمده فعالیت‌های خوئی کتاب‌های علمی و دایره‌المعارف و داستانی برای کودکان و نوجوانان است.,291
632.0,اسکار وایلد,اسکار فینگل ا. فلاهرتی ویلز وایلد که به نام هنری اسکار وایلد معروف است، زاده ی ۱۶ اکتبر ۱۸۵۴ و درگذشته ی ۳۰ نوامبر ۱۹۰۰، شاعر، داستان نویس، نمایشنامه نویس و نویسنده ی ایرلندی داستان های کوتاه بود.اسکار وایلد در شهر دوبلین ایرلند متولد شد. پدرش سر ویلیام وایلد مردی فرهنگ دوست بود و به پیشه ی چشم پزشکی اشتغال داشت. او بعدها به مقام چشم پزشک مخصوص ملکه نیز نایل شد و یکی از عتیقه شناسان برجسته ی ایرلند بود. مادرش جین وایلد با نام مستعار اسپرانزا، شاعر سرشناس و مترجم آثار الکساندر دوما و لامارتین بود. این زوج صاحب دو فرزند پسر شدند. برادر اسکار نامش ویلیام وایلد بود که در ۱۸۵۳ به دنیا آمد و در سال ۱۸۹۹ در لندن درگذشت. اسکار وایلد تحصیلات ابتدایی را در دهکده ی اینسکیلن واقع در شمال ایرلند دنبال کرد و در دانشگاه های ترینیتی، مگدالن و آکسفورد به تحصیل پرداخت. وی در سال ۱۸۸۴ با خانم کنستانس لوید ازدواج کرد و به ترتیب در سال های ۱۸۸۵ و ۱۸۸۶ صاحب دو فرزند پسر شد. وایلد مجموعه داستان شاهزاده خوشبخت را برای دو پسرش نوشت.وی در سال ۱۸۹۵ طی دادگاهی متهم به همجنسگرایی و دو سال زندان شد. این مسئله در بدنامی و طرد شدن از جامعه و مرگ زودرس او دخیل بود. در سال ۲۰۱۴ مرلین هلند تنها نوه ی اسکار وایلد محاکمه ی او را در تئاتری بر اساس متن دستنویس مباحثات دادگاه روی صحنه برد.اسکار وایلد در سال ۱۹۰۰ در گمنامی در شهر پاریس دیده از جهان فروبست. امروزه همه کتاب هایش را می خوانند و از آن ها لذت می برند؛ ولی در زمان حیات وی این گونه نبود. مردم سده ی هشتصد و دهه ی هشتاد کتاب تصویر دوریان گری را پر از ایده های شیطانی می دانستند، ولی اسکار وایلد جایی نوشته بود: «کتاب ها محتوای خوب یا بد ندارند؛ آن ها یا خوب نوشته شده اند یا بد.» وی از بیماری مننژیت رنج می برد و نقل است که یکی از دردناک ترین مرگ های دنیا را داشته است. وی در بستر مرگ به جیمز ویسلر، نقاش کتاب تصویر دوریان گری می گوید: «تنها آرزویم این است که حرفم را می فهمیدند.» و ویسلر جوابی بس شگفت آور و هوشمندانه می دهد: «آن ها خواهند فهمید اسکار! آن ها خواهند فهمید.»,292
5812.0,پرویز مرزبان,پرویز مرزبان (۱۲۹۶–۱۳۹۲) مترجم، مفسر و استاد هنر دانشگاه‌های ایران بود. پرویز مرزبان، فرزند امین‌الملک (اسماعیل مرزبان)، در سال ۱۲۹۶ در تهران به دنیا آمد. مرزبان تحصیلات متوسطه را در رشتهٔ زبان و ادبیات فرانسه انجام داد و در سال ۱۳۱۹ از دانشسرای عالی در رشتهٔ زبان انگلیسی موفق به اخذ لیسانس شد. مرزبان در مهرماه سال ۱۳۲۳ با نوهٔ عمویش، خانم «یگانه»، ازدواج کرد. در سال‌های ۱۳۴۰-۱۳۱۶ به‌طور مستمر در دبیرستان‌های تهران به تدریس زبان و ادبیات فارسی، فرانسه، و انگلیسی اشتغال داشت. همچنین در طول سال‌های ۱۳۴۰ تا ۱۳۷۳ به آموزش زبان و ادبیات انگلیسی و تاریخ و نقد هنر را در دانشگاه‌ها پرداخته است. پرویز مرزبان را بسیاری از اهالی هنرهای نقاشی و تصویری دایره المعارفی زنده از هنرهای تجسمی می‌دانستند. حاصل ۵۰ سال تألیف و ترجمهٔ او چاپ و انتشار کتاب‌هایی است که هریک در حوزهٔ خود کتابی مرجع به حساب می‌آیند. برای اولین بار، او بود که ایرانیان را با گسترهٔ وسیع هنر جهان، از دوران آغازین تاریخ هنر تا مکاتب متأخر قرن بیستم، آشنا کرد. دکتر پرویز مرزبان، سرانجام در روز پنجشنبه، پنجم اردیبهشت سال ۱۳۹۲ در سن ۹۶ سالگی در بیمارستان آتیه تهران درگذشت و در قطعه ۱۴، ردیف ۸۰، شماره ۳ بهشت زهرای تهران به خاک سپرده شد.,293
33254.0,مجید ملا نوروزی,,294
29947.0,سونیا رضاپور,,295
66539.0,آزاد تیموری,آزاد تیموری  ، متولد 1366 ، دانشیار بخش زیست شناسی دانشگاه شهید باهنر کرمان است.,296
13471.0,سونیا ویمر,"سونیا عاشق نقاشی تصاویر و گفتن داستان است. پس از تحصیل و کار چندین سال به عنوان Grafikdesigner در زادگاهش مونیخ و بروکسل ، وی تصمیم گرفت که چمدان های خود را بسته و به بارسلونا منتقل شود تا برای مطالعه تصویرگری در دانشکده هنر و صنایع دستی ""Llotja"" تحصیل کند. از آن زمان او بین قلم موها و انواع قصه های شگفت انگیز زندگی می کند، و به عنوان تصویرگر مستقل برای انتشارات خانه ها و سایر مشتریان در سراسر جهان فعالیت می کند. طی سالهای گذشته، کتابهای مختلف وی در ایالات متحده جایزه هایی گرفته است.",297
3650.0,پیام ابراهیمی,پیام ابراهیمی در 5 آذرماه 1367 متولد شد. او دانش آموخته ی رشته ی فیزیک هسته ای است. داستان نویسی را از ده سالگی با احمد اکبرپور آغاز کرد و از سال 1385 به طنزنویسی روی آورد. اولین کتاب او با عنوان فرودگاه لطفا! در سال 1390 توسط نشر پایان به چاپ رسید. در سال های 1391 تا 1394 داستان هایی برای کودکان و نوجوانان نوشته و تعدادی کتاب نیز ترجمه کرده است که از آن جمله می توان به مجموعه ی چهار جلدی باغ وحش ویترینی و مجموعه ی خنده دار رولد دال اشاره کرد. بررسی آثار شاعران جهان، نقد فیلم و داستان نویسی در مطبوعات و نوشتن فیلمنامه ی انیمیشن از فعالیت های دیگر پیام ابراهیمی است.,298
13361.0,علی سهامی,دكتر علي سهامی نویسنده و شاعر ایرانی متولد سال 1349 می باشد.,299
24625.0,راحله عابدین نیا,,300
41706.0,فرحناز حمصی,فرحناز حمصی نویسنده ایرانی متولد سال 1340 می باشد.,301
4324.0,علی شریعتی,,302
21071.0,آنیتا گانری,"آنیتا گانری (متولد 1961) نویسنده هندی مجموعه برنده جایزه جغرافیای وحشتناک و بسیاری از کتابهای غیر داستانی دیگر برای کودکان است. گانری در کلکته هندوستان متولد شد و خانواده اش از کودکی به انگلیس مهاجرت کردند. او در دبیرستان استمفورد سوار شد و از دانشگاه کمبریج فارغ التحصیل در رشته مطالعات فرانسه / آلمان و هند شد. گانری چندین سال در انتشارات کار کرد - ابتدا به عنوان مدیر حقوق خارجی واکر، و بعداً به عنوان سردبیر در Usborne - قبل از اینکه یک نویسنده مستقل شود. اولین کتاب منتشر شده او یک کتاب لیدی برد در مورد ""چگونگی کار کردن"" بود. در کل، او بیش از 600 کتاب غیر داستانی، با نرخ 15-20 سالانه، نوشته است. کار وی در مجموعه جغرافیای وحشتناک منجر به عضویت در انجمن جغرافیایی سلطنتی شد.",303
40478.0,راضیه خلجی,راضیه خلجی مترجم ایرانی می باشد.,304
12737.0,مریم سمیع زادگان,,305
63621.0,طناز مومنی,طناز مومنی نویسنده ایرانی متولد ۱۳۶۵‏‬ می باشد.,306
48413.0,سپیده افتخاری دوست,سپیده افتخاری دوست متولد سال 1364، دارای مدرک کارشناسی مهندسی نرم افزار کامپیوتر از دانشگاه علمی و کاربردی شرکت داده پردازی ایران “dpi” تهران، مدر و مولف حوزه کامپیوتر است.,307
14922.0,نصرحامد ابوزید,نصر حامد ابو زید (متولد ۱۰ ژوئیه ۱۹۴۳—درگذشت ۵ ژوئیه۲۰۱۰) متفکر مصری قرآن و یکی از متکلمان آزاداندیش و پیشرو در اسلام بود. او برای پروژه خود یعنی تفسیر انسانی از قرآن مشهور است. نصر حامد ابو زید در نزدیکی طنطا دنیا آمد. در سن ۱۲ سالگی، او به اتهام هواداری از اخوان المسلمین به زندان افتاد. پس از دریافت آموزش‌های فنی او برای ارتباطات سازمان ملی در قاهره کار کرده‌است. در همان زمان، او در دانشگاه قاهره شروع به تحصیل کرد و درجه کارشناسی خود را در ۱۹۷۲، کارشناسی ارشد خود را در ۱۹۷۷ با پایان‌نامه‌ای با عنوان «مسئلهٔ مجاز در قرآن و تفسیر عقلی قرآن در نظر معتزله» و درجه دکترایش را در ۱۹۸۱ با رساله‌ای با نام «تأویل قرآن در نظر ابن عربی» در رشتهٔ زبان و ادبیات عربی بدست آورد. در سال ۱۹۸۲، او به گروه زبان و ادبیات عربی در دانشگاه قاهره به عنوان استادیار پیوست. در سال ۱۹۹۵، وی به رتبه استاد تمام ارتقاء یافت. زمانی به مادرید، پایتخت اسپانیا، مهاجرت کرد و سپس به دانشگاه لیدن هلند رفت و تا پایان عمر در آنجا زندگی کرد.نصر حامد ابو زید نگاهی نوگرایانه به آموزه‌های دینی داشت و از این روی با مخالفت‌های شدیدی از سوی دست اندرکاران رسمی دین اسلام روبرو بود.,308
8438.0,فریده فرنودفر,,309
35827.0,متیو سوکولوف,متیو سوکولوف یک معلم مراقبه ذهن آگاهی است که توسط مرکز مراقبه راک روح در کالیفرنیای شمالی آموزش دیده است. متیو، معلم بنیانگذار One Mind Dharma و مرکز One Mind Dharma را در شمال کالیفرنیا تأسیس کرد.,310
3031.0,یاسین قاسمی بجد,یاسین قاسمی بجد (زادهٔ 21 دی 1367) نویسنده، شاعر و مترجم، متولد زاهدان است. از وی بیش از 40 عنوان کتاب در زمینه های سیاسی، مذهبی و اجتماعی و همچنین یک مجموعه شعر به چاپ رسیده است. همچنین وی برنده کتاب سال دانشجویی دانشگاه تهران شده است.,311
15575.0,محمد گودرزی دهریزی,آقای  محمد گودرزی دهریزی (بروجردی) متولد سال 1348، شاعر و نویسنده  در شهر زیبای بروجرد دیده بجهان گشود. ایشان دبیر دبیرستانهای بروجرد می باشد و کارشناس ارشد ادبیات و دارای  چندین کتاب در زمینه شعر و داستان می باشد. یکی از شعرهای  ایشان که در کتاب سال سوم شعر قصه تکرار آرش می باشد.,312
53594.0,سعید تغابنی,سعید تغابنی نویسنده ایرانی متولد ۱۳۳۵ می باشد.,313
