group_id,description
30156,همیاری انسان های همزیست در گرو ایجاد الگویی منطقی از همکاری است. این همیاری در فعالیت های مادی و تولیدی از رابطه ذهن و عین حکایت دارد؛ ولی در عرصه تفاهم از خلال رسانه زبان صورت می گیرد. از این حیث بیناذهنیت معرف ذهنیت همگانی یا دو سویه ای است که رابطه ذهن با ذهن را منعکس می کند. زندگی روزمره بدون بیناذهنیت نمی تواند قلمرو فعالیت های یکپارچه، آزاد، خود به خودی و خلاق باشد و صرفا گویای اعمال و مفاهیم تکرارپذیری است که نشانگر استعمار زیست جهان توسط نظام اجتماعی است. نظر به چنین مناسباتی است که تامل رهایی بخش را نیز به قول یورگن هابرماس در تاریخ ممکن می سازد.کتاب حاضر در این راستا مقدمه ای است برای ورود به چنین بحثی در حوزه علوم انسانی- اجتماعی و لذا مطالعه آن برای کلیه پژوهندگان و دانشجویان این عرصه ضرورت دارد.
38545,
29941,مجموعة «قصّه های تصویری از پروین اعتصامی»، برای گروه سنّی (ب) و (ج) تدوین شده و دربردارندة داستان های آموزنده است. این مجموعه، اقتباسی از اشعار دیوان «پروین اعتصامی»، بانوی شاعر معاصر ایران است. در دفتر حاضر، داستان «طوطی و دزدان» بازنویسی شده است. در این داستان آمده: در کشور هندوستان تاجری زندگی می کرد که وضع کسب و کارش خوب بود. یک روز در خانة یکی از دوستانش طوطی زیبایی دید. دوست بازرگان طوطی را به بازرگان فروخت. بازرگان هر روز که می گذشت، بیشتر و بیشتر به طوطی وابسته می شد. تا اینکه شبی، همة مستخدم ها رفته بودند و بازرگان با طوطی در خانه تنها ماند. بازرگان که خسته بود، به طوطی سفارش کرد که مراقب خانه باشد. امّا اتّفاقی افتاد که بازرگان را از کاری که کرده بود پشیمان کرد.
80931,
61635,سخت کوشی هرگز کسی را نکشت. این اعتقاد، ملت بزرگ ما را ساخت و آن را به ابرقدرت پر ستاره تبدیل کرد. اما بردلی ترور گریو (BTG) از ما می خواهد که بدانیم چه زمانی کافی است! کتاب به ما یادآوری می کند که در واقع، سخت کوشی باعث کشته شدن تعداد زیادی از مردم شده است. همچنین باعث پیری زودرس، طاسی ناخوشایند و سوء هاضمه انفجاری شده است و مسئول بسیاری از اظهارات مد بسیار مشکوک است.بسیاری از مردم خود را فراتر از حد معقول می کشند تا کارهای بیشتری انجام دهند.« کتابی برای افراد سختکوش» با ترکیب علامت تجاری خود از عکس های حیوانات جذاب، طنز ملایم و بینش های گرانبها، ما را ترغیب می کند که شجاعت نه گفتن را داشته باشیم و یاد بگیریم که از این کلمه دو حرفی رهایی بخش به گونه ای استفاده کنیم که سرگرم کننده و نیرومند باشد، اما هرگز توهین آمیز نباشد. . نه گفتن می تواند خودخواهانه به نظر برسد، اما با صرفه جویی در زمان برای لذت بردن از زندگی و دنبال کردن علایق واقعی خود، در نهایت چیزهای بیشتری از خود خواهیم داشت تا با کسانی که برایمان خاص هستند به اشتراک بگذاریم.
65993,کتاب پیش رو یکی از ده ها کتاب روخوانی است که نویسندگان به منظور دستیابی به اهداف مورد نظر در سطح روخوانی قرآن کریم آن راتدوین نموده اند. تفکیک خوانی هدف آموزش روخوانی نمی باشد بلکه این روش پل و وسیله ای برای دستیابی به ترکیب خوانی است.
57427,«مجموعه‌ی متل‌واره‌ها» عنوان کلی مجموعه‌ی جدیدی است که طاهره ایبد به تازگی برای کودکان بالای ۴ سال نگاشته و در هر جلد، متل‌ها و هیچانه‌های ایرانی را که آهنگین و ساده‌اند، دستمایه‌ی بازآفرینی داستانی قرار داده است. ویژگی‌های منحصر‌به‌‌‌فردی در متل‌ها، هیچانه‌ها و ترانه‌های بازی_آوازی وجود دارد که نه‌ تنها آن‌ها را برای بچه‌ها جذاب کرده که راز ماندگاری آن‌ها در تاریخ ادبیات فولکلور نیز هست. آهنگین بودن متل‌ها، استفاده بسیار از موسیقی و آواهای مختلف، تکرار عبارت‌ها و واژه‌هایی که بی‌معنی به نظر می‌رسند، کارکردهای متفاوتی بر خردسالان دارد، از جمله مساله‌ی زبان‌آموزی، پرورش تخیل، افزایش دانش شناختی و محیطی خردسالان، تقویت تارهای صوتی آن‌ها و موارد دیگر...«اتل و متل و کوتوله»، «عر عر عره، تره یا کره؟»، «آن، مان، گاوهای ابری نباران!»، «هاجستم و واجستم، یک‌دسته‌گل، تو دستم»، «بارون میاد شرشر، گوشه‌به‌گوشه‌ی شهر»، «تاپ‌تاپ خمیر من کو؟ تشت پنیر من کو؟» و «عمو رنجیرباف و دزدهای کوه قاف» عنوان‌های این مجموعه‌ی متل‌واره‌ها هستند.
30352,مردان و زنان در دو دنیای کاملا متفاوت زندگی می کنند و این تفاوت بقدری فاحش است که دکتر جان گری آنان را متعلق به دو سیاره مختلف مریخ و ونوس معرفی کرده است. از این رو عدم شناخت آنها از یکدیگر و همچنین از خودشان سبب سوءتفاهم و دلسردی شان نسبت به هم شده، گویی هرچه تلاش می کنند تا به همدیگر نزدیکتر شوند، نتیجه عکس می گیرند و...
56846,نویسنده در این کتاب با استفاده از روش «محاوره‌ای سقراطی» و در قالب پرسش و پاسخ، به بحث و بررسی برخی از مسائل مهم دینی پرداخته است. بدین ترتیب در کتاب با شرح برخی از باورهای دینی مردم، به ویژه دین اسلام را بیان و سپس علل و عواملی را که منجر به حفظ و ماندگاری دین می‌شود، معرفی و درباره هر یک از آنها توضیح می‌دهد. این عوامل شامل کامل و جامع بودن خود دین؛ دینی بودن جامعه و حکومت؛ نقش روحانیان و شیوه تبلیغی آنان و خواست و اراده خود فرد، هستند. در پایان نیز با بازگویی توضیحاتی درباره پلورالیسم در جامعه، یعنی عادی و طبیعی دانستن اختلافات فکری، فرهنگی، دینی، مذهبی، نژادی و سیاسی افراد بشری و به رسمیت شناختن آن، راه‌های رسیدن به کمال معنوی را مطرح و چگونگی رسیدن به آن را شرح می‌دهد.
48265,
70954,
26518,دو گزارش موجود در کتاب از تاثیرگذارترین گزارش هایی هستند که درباره 8 سال جنگ تحمیلی نگاشته شده و نمای شهرهای استان خوزستان را بعد از پایان جنگ به تصویر می کشند. این گزارش ها مربوط به سال های 1367 و 1368 بوده و موضوع آن مسائل پیرامون جنگ ایران و عراق  است. در این گزارش ها دیدار از جبهه های جنوب، مناطق جنگی، خانه ها و مردم جنگ زده، محتوای اصلی کتاب است. نویسندگان چندی پس از خاموشی جنگ در خرمشهر و آبادان به آن شهر رفته و از آن مناطق گزارش تهیه کرده اند. آنان از جاده اهواز به خرمشهر می روند و این مسیر را که هنوز زخم های جنگ را بر پیکر خود دارند، توصیف می کنند. در گزارش اول با عنوان «پابه پای باران» وضعیت شهرهای جنوب، روایتی از یک اسیر عراقی در مورد غارت شهر پس از اشغال توسط عراقی ها، شعری در رثای دکتر چمران، شرح استقامت و پایداری بسیجیان و شرحی از وضعیت شهر آبادان آمده است. در گزارش دوم با عنوان «ده متری زنبق» وضعیت شهر خرمشهر، گفت وگو با زنی که 26 روز آغاز جنگ در جنگ های تن به تن در خرمشهر حضور داشته، حکایت تصرف خرمشهر و حضور ستون پنجم و خلق عربی ها در شهر، بازگشت به خرمشهر پس از آزادی و جمع آوری استخوان های شهدا و مواردی از این دست ذکر شده است.
16792,
56030,
23177,"این کتاب با یک پیشینه تاریخی آغاز می شود. سپس فصل ها به شرح مفصلی از آموزش بازیگری می پردازند. قسمت عمده این کتاب بر روی مساله ""کارگردانی"" براساس روش الیا کازان و لی استراسبرگ تمرکز دارد. می دانیم که در امریکا سیستم بازیگری استانیسلاوسکی توسط استراسبرگ و دیگران گسترش پیدا کرد و تحت عنوان بازیگری ""روش(متد)"" کل هنر نمایش آمریکا را متحول ساخت. این کتاب به این آموزه ها در حیطه بازیگری و کارگردانی می پردازد.این کتاب یک دوره کامل از تمرینات آموزشی را با صریح ترین و کاربردی ترین روشها ارائه می دهد تا درک آن از تکنیک ها و رویه های استفاده شده در بازیگری ""روش"" آسان باشد. این کتاب راهنمایی دقیق برای بازیگران و کارگردانان هنگام کار روی یک نقش را ارائه می دهد.بازیگری در این شیوه بر روی این مفاهیم متمرکز است:آرامش ، تمرکز ، حافظه حسی ، حافظه عاطفی ، بداهه نوازی ، آماده سازی و یادگیری نقش ، بازی های تئاتر و تمرینات برای جوانان ...این کتاب می تواند به عنوان یک کتاب درسی [و در سراسر جهان] مورد استفاده قرار گیرد."
40347,داستان ها و افسانه ها به کولیان سرگردان شباهت دارند. کشف اثری از خود باقی گذاشته اند و جستجوی سرزمین اصلی آنها و منایع الهام یا تاریخ تولدشان بسیار دشوار است. کولیان سرگردان اعم از اینکه افسانه و حکایت و یا از نوع آدمیان باشند،در بیشتر موارد،به یادگارهای ابهام آمیز خویش از دوران گذشته اعتمادی ندارند،زیرا جز در اوضاع و احوال استثنایی،حوادثی که در هر شهر جدید برای ایشان رخ می دهد،حوادث دوران گذشته و یا تجارب حاصل در مکان هایی که در آن اقامت کوتاه مدتی داشته اند،از خاطرشان می زداید.
55108,( ایمی ) دختری یازده‌ساله‌ست که در انگلستان زندگی می‌کند. او طی حادثه‌ای پاهایش فلج شده‌اند و مجبور است با ویلچر حرکت کند. پدر و مادر ایمی بعد از حادثه‌ای که برای او رخ داده از هم جدا شده‌اند و پدرش در اسکاتلند زندگی می‌کند و طراح ماشین‌های مسابقه‌ای‌ست. ایمی هم از بچگی عاشق ماشین‌های رالی و مسابقه‌ای بوده و همچنین دیوانه‌ی رانندگی است و روی ویلچر بودنش هم کاری نکرده که دست از این آرزو بردارد.پس از تلاش و اصرار زیاد، پدر و مادرش ویلچر جدیدی می‌خرند اما این ویلچر هم نمی‌تواند خیلی سریع برود. ایمی که تصمیم گرفته با کمک دوستش ( راهول ) ویلچرش را به یک ماشین تبدیل کند و به آرزوی همیشگی‌اش برسد و...
100776,
88749,
42849,این نرم افزار با فراهم آوردن محیط های متعدد کاری، هر سه گروه CAD / CAM / CAE را تحت پوشش قرار داده است. کتابی که در دست دارید در مورد محیط های کاری Assembly Design و Drafting می باشد. در محیط Assembly Design شما قادر به مونتاژ مجموعه های صنعتی و غیر صنعتی می باشید.
79452,دیوان و آواز: سعدالله نصیری روستاهای کردستان گنجینه ای وسیع و متنوع از موسیقی را دربرمی‌گیرد که تنوع ریتم و زیبایی لحن هرکدام از این مناطق رنگ و شیوه ی خاص خود را دارد. ملدی هایی که در این اثر ساخته شده اند برگرفته از بخش های مختلف موسیقی روستایی کردستان است.
74473,این کتاب حاصل تفکر و تجربیات شخصی نویسنده است که به جهت شکل دهی تغییری اساسی و مثبت در فرهنگ و شیوه تفکر و زندگی خوانندگان فراهم آمده است، اثری که انسان را از افکار، رسوم، باورها و عقاید غلط و امواج مسمومی که از سوی افراد آدم نما به او تحمیل شده آگاه می سازد و به مبارزه علیه آن ها در راستای پیشبرد زندگی و دستیابی به موفقیت دعوت می کند.
9600,"""مرد داستان فروش"" به قلم ""یوستین گوردر""، داستان زندگانی پیتر به قلم خود اوست. او صاحب ذهنی سرشار از ایده هاست و تصویری از یک ""مرد داستان فروش"" با تخیلی حقیقی و باریک بین ارائه می کند که هرگز از قصه گفتن خسته نمی شود. او خیلی زود متوجه می شود که ایده های خلاقانه اش، می توانند مناسب نوشتن یک داستان باشند، اما او هرگز خودش داستان نمی نمی نویسد. در عوض ""مرد داستان فروش"" قصه، ایده هایش را به باقی نویسنده ها می فروشد تا آن را به داستان تبدیل کنند. رفته رفته تعداد مشتریان ""مرد داستان فروش"" زیاد شده و شبکه ای از نویسندگان تشکیل می شود که ایده ها را خریداری می نمایند. ماهیت این شبکه کلاهبردارانه است و دید پیتر به مشتریانش، یکی از خیره کننده ترین قسمت های داستانی است که ""یوستین گوردر"" خلق نموده است.چرا پیتر که توان قصه گویی و شخصیت پردازی بالایی دارد از نوشتن اجتناب می کند؟ آیا او نابغه ای با مشکلات خاص خودش است یا یک بیمار مالیخولیایی است که نمی تواند تمرکز کرده و قلم به دست بگیرد؟ او قصه ی زندگی اش را از طریق داستان های کوتاهی معرفی می کند اما در این داستان ها رازی نهفته است؛ رازی که پیتر سعی در مخفی کردنش دارد اما در مسیر قصه ها لو می رود.""یوستین گوردر"" این رمان را در فضای مبهمی به نگارش درآورده و عامدانه مخاطب را در این فضای عاری از توصیف شخصیت ها و در عوض فراهم ساختن جزییات درباره ی این شخصیت ها پیش می برد. پیتر در ""مرد داستان فروش""، راوی و شخصیت اصلی است و هر چند که این رمان از فلسفه به دور است، اما عمیقا قابل تامل بوده و سوالات مهمی را در خواننده بر می انگیزاند."
13668,زمانی که ایران آماج حملات پی در پی افغانها و روس ها و عثمانی ها بود،شاه طهماسب نادر شاه سوارانی را با خود همراه کرد و به شاه طهماسب پیوست و پس از دلاوری های فراوان و اوضاع ایران را آرام کرد و بعد از پیروزی در نبرد چالدران تا قلب عثمانی تاخت و پس از اینکه روس هابا شنیدن نام نادر پا به فرار گذاشتند و بعد از آن به دلایل پشت پرده خاندان صفوی در دشت مغان و در مجلس ریش سفیدان از ارتش استعفا داد در راه مشهد و در زنجان سوارانی به او رسیدند از او خواهش کردند به درخواست ریش سفیدان شاه ایران شود. کتاب زندگی پرماجرای نادرشاه به شرح سرگذشت نادر شاه در زندگی سیاسی و به قدرت رسیدنش و لشکر کشی ها و دلاوری های او می پردازداین کتاب اثر دکتر محمد حسین میمندی نژاد است و در پیش گفتار میخوانیم: کتاب زندگی پر ماجرای نادر شاه ،شمه ای از تاریخ ایران مربوط به انقراض سلسله صفویه و روی کار آمدن نادرشاه افشار و سرانجامش، بعنوان شاهد نوشتم. منظور من از نوشتن آن وقایع، تاریخ نویسی نبود زیرا به عقیده من تاریک است آنچه مورخین مینویسند.طرزتفکر، هوس، حب وبغض و در مواردی غرضهای خصومی ممکن است مورخ ر ا به راهی بکشاند که کاهی را کوه و یا برعکس کوهی را کاه کند. به این اصل در کتاب داخل خصوصیات نشدم. کلیاتی نوشتم، وقایعی را بدون پیرایه، بدون شرح و بسط وصف کردم و چون مدارکی که گرد آورده بودم زیاد بود وعده کردم زندگی نادر را آنطور که بود. است بنویسم.کتاب زندگی پرماجرای نادرشاه دارای روایت مفصلی است ودر پایان، گزارشی از زندگی نادرشاه برگرفته از کتاب های مختلف فراهم آمده است. کتاب از فصل تولد و نام گذاری نادر شاه آغاز میشود و هزار بند مفصل به تشریح هر قسمت پرداخته میشود.
59567,آلبر کاموی نویسنده یا آلبر کاموی فیلسوف؟ همین پرسش خودش سال‌ها بحث و جدل در پی داشته است. بسیاری کامو را در حد نویسنده‌ای معمولی که ایده‌های فلسفی‌ای داشته تقلیل داده‌اند و گروه بزرگ دیگری او را در مقام نویسنده‌ی فیلسوف درجه یکی نشانده‌اند که مجموعه‌ی داستان‌ها، رمان‌ها، نمایشنامه‌ها، جستارها، مقاله‌ها، یادداشت‌ها و حتی نامه‌نگاری‌هایش حامل تفکر فلسفی بسیار کامل و قوام‌یافته‌ای‌ست که از او روشنفکر و اندیشمندی کم‌نظیر ساخته است. آلبر کامویی که حتی نطقش هنگام دریافت نوبل ادبیات هم به یکی از سمبل‌های روشنفکری متعهد تبدیل شده و سال‌هاست میان علاقه‌مندانش دست به دست می‌شود. به هر روی هرطور که به کامو نگاه کنیم باز هم نمی‌‌توانیم از دستاوردهای مهم و بزرگش در تولید فکر و بسط فرم‌های متفاوت نوشتن بگذریم و در همین راستا، کتاب «آلبر کامو و جایگاه او در فلسفه» کتاب مهم و قابل اتکایی‌ست. این کتاب را «دیوید سیمپسون» در جهت شناخت جایگاه فلسفی این نویسنده‌ی بزرگ فرانسوی – الجزایری نوشته که در مسیر پاسخ به همان پرسش کاموی نویسنده یا فیلسوف، بسیار راهگشاست. آلبر کامو و جایگاه او در فلسفه به جهت اهمیت نویسنده و فیلسوفی که تعهد روشنفکرانه و آماتوریسم یگانه‌اش به بخشی از فهم ما از روشنفکر غیروابسته در دو سده‌ی اخیر تبدیل شده است، یکی از مهم‌ترین متونی‌ست که می‌توان به آن رجوع کرد.
28953,
75566,در کتاب مصور حاضر، مولف به تشریح مشخصات، ترکیبات شیمیایی، شرایط آب و هوایی برای رشد، تکثیر، کود، پیوند، پایه مناسب، چگونگی داشت، بیماری‌های گیاهی، فاصله درختان و انواع گیاهان در خراسان جنوبی می‌پردازد.
15820,بارداری یکی از مهم ترین و حساس ترین دوره های زندگی یک زن به شمار می آید، کسب آگاهی، رعایت اصول بهداشتی و عواملی که زمینه ساز سلامت روحی و جسمی مادر و کودک باشند، رژیم غذایی مناسب، آمادگی پیش از بارداری، آشنایی با احساسات مادر در این دوره و برآورده شدن نیاز عاطفی و حفظ روابط جنسی به گونه ای معقول از مواردی است که برای عبور و گذر موفق از این مرحله باید مورد توجه واقع شوند. کتاب حاضر مطالبی را در خود جای داده است که در نهایت منجر به داشتن دوران بارداری آرام، رضایت بخش و کم خطری می گردد.
12213,در این مجموعه دوجلدی، منتخبی از شعر معاصر ایران به اهتمام «فریدون مشیری» فراهم آمده است. ضمن آنکه نمونه هایی از اشعار کهن نیز در آن به چشم می خورد.
85887,این کتاب مشتمل بر سه بخش است که هر بخش در قالب فصول مختلف به ارائه مطالبی از عوامل سازنده نظام آموزشی و تحولات آنها و جنبه های تفاوت و تشابه سیستم­های آموزشی پرداخته است.
73744,نسیم بعد از یک کمای سه ماهه به هوش آمده و بخش‌هایی از خاطراتش را از دست داده است. به یاد دارد که پسری را دوست داشته ولی هیچ اثری از آن پسر نیست و خانواده اش چیزهایی می‌گویند که با بعضی از خاطرات خودش در تناقض است و به تدریج معماهای پیچیده ای درست میشود که تلاش نسیم برای حل کردنش داستان جذابی می سازد. نسیم بین خاطرات غیرقابل اعتماد خودش و گفته‌های نزدیکانش به شدت درگیر است و هر روز وقایعی پیش می‌آید که این درگیری ذهنی و گردابی از ندانشتن‌ها که نسیم در آنن دست و پا می‌زند، هولناک‌تر می‌شود…
87102,کتاب خط خطی 2-اعداد - در این جلد از مجموعه خط خطی بچه ها همراه با بازی و سرگرمی، با خواندن و نوشتن اعداد 6 تا 10 آشنا می شوند.
95947,
34826,"خوزه ارتگایی گاست اسپانیایی از متفکران و فیلسوفان اواخر قرن نوزدهم و اوایل قرن بیستم اروپا به شمار می آید. وی دارای مصنفات زیادی در فلسفۀ تمدن است که در آن ها تبحر خود را در بسیاری از علوم نشان داده است و در واقع می توانیم او را جانشین انسیکو پدیست ها بدانیم. ارتگا مدت چهل سال از برجسته ترین روشنفکران اسپانیا بود و در مرکز فعالیت های روشنفکری این کشور قرار داشت که مکتب مادرید نام گرفته بود. وی عملا و نظرا نقش مهمی به عنوان رهبر در سیاست وطن خود بازی کرد. کتاب حاضر زمانی منتشر شده است که فاشیسم در ایتالیا مستقر شده، ولی هنوز هیتلر در آلمان روی کار نیامده بود، دولت های بورژوا لیبرال در اروپا و آمریکا زمام امور را دردست داشتند و بحران بزرگ اقتصادی (32-1929) هنوز آغاز نشده بود. در این زمان ارتگا، مانند بسیاری از نخبگان، از این که می دید تودۀ مردم یک باره وارد اجتماع شده اند، از کلبه ها، کشتزارها و حومه ها به شهرها روی آورده اند و به عنوان اعضای جامعه در گردهمایی، راه پیمایی ها، همه پرسی ها و... شرکت می کنند، بدون آن که تربیت سیاسی و اجتماعی لازم را به دست آورده باشند، سخت خشمگین بود. او شاهد انقلاب هایی بود که تنها به جابه جایی قدرت می انجامید، بی آن که روابط اجتماعی را اصلاح کند. او می دید که پیشرفت فناوری با گسترش فرهنگ و معنویت همراه نیست و از این رویداد احساس خطر می کرد. توصیفی که او از انسان توده می کند بسیار روشنگر و آگاه کننده است. ولی با این وجود افکار وی بسیار اروپامحور و غرب محور است و شرق و انسان شرقی را سخت تحقیر می کند، چون شناخت درستی از آن ها ندارد. بنابراین از نظر ارتگا جامعۀ توده عبارت بود از فضای ناشی از انحطاط دموکراسی بورژوایی، دیوان سالاری نهادهای اجتماعی و شیوع روابط حاکم بر مبادلۀ پولی به اشکال گوناگون میان همۀ طبقات. به همین دلیل، او بازگشت به جامعۀ غیرصنعتی و ""پرسش عقل"" را تبلیغ می کند."
55337,فضای مجازی چه از نظر فنی و چه از نظر محتوایی، فضایی پویاست و می توان با تفکری پویا و خلاق در آن ایفای نقش کرد. بر این اساس، تقویت زیرساخت های فنی لازم و هم چنین نوآوری های فناوری در فضای مجازی و به طور کل تقویت بنیه کشور در این زمینه اصلی مهم و راهبردی محسوب می شود. نویسنده کوشیده است با بررسی تحولات گوناگون، مباحث نوین در حال شکل گیری در سایه تحولات جدید را با شفافیت برای مشتاقان ارائه کند و سیر نهایی این تحولات را در حوزه رسانه های مجازی پیش بینی و برای ارائه مدل های جدید اقدام کند.بر این اساس در فصل اول به بررسی سیر تحول رسانه از آغاز تا کنون و تحولات رخ داده در فضای مجازی پرداخته است.در فصل دوم رسانه های اجتماعی و به طور خاص شبکه های اجتماعی را بررسی کرده است.در فصل سوم به بررسی محتوا و شیوه های نشر ویروس وار محتوای رسانه مجازی پرداخته است.در فصل چهارم مفاهیم جدیدی مانند سایبورگ، پس از بیان مفهوم سایبورگ، مفهوم سایبورگ فردی و سایر نتایج رسانه مجازی را بررسی کرده است.در فصل پنجم به رسانه جدید اشاره کرده است که با استفاده از فضای مجازی رشد چشمگیری در سال های اخیر داشته است . این فصل انواع بازی ها و آثار آن ها بر بازیکنان را بررسی کرده است.در فصل ششم به بررسی برخی سیاست های شرکت های فعال در فضای مجازی می پردازد و در فصل هفتم به بررسی تحولات آتی رسانه از زوایای گوناگون می پردازد و شمای رسانه آینده را تا حدودی ترسیم می کند و...
63745,انتخاب نام برای فرزند، همواره دغدغه‌ای دلچسب برای والدین بوده است. اهمیت و حساسیت انتخاب نام نیکو و تاکیداتی که در دین مبین اسلام به این امر شده است و نیز تاثیر به سزایی که نام در تکوین شخصیت فردی و اجتماعی فرزند دارد، باعث شده که این مهم یکی از مباحث اساسی در تنظیم اسناد سجلی و صدور شناسنامه در ادارات ثبت احوال گردد.فرهنگ جامع نام های ایرانی نوشته ی محمد حاجی زاده است که توسط جامه دران در سال 1394 و 920 صفحه به بازار عرضه شده است.
81683,
119841,"جیکوب نیلسن مبدع نوعی روش ارزیابی است که ده عامل عمده را معرفی میکند. ارزیابی اکتشافی او در حوزه ی عمومی رفتار کاربر و رابط کاربری وارد میشود. کتاب حاضر نخستین اثر تالیفی بین رشته ای روان شناسی شناخت و طراحی در ایران است که در آن سعی شده است تا مسیر ادراک بصری از زاویه شناخت برای طراحان روشن شود. امروزه با پیشرفت علم همه میدانیم که گرافیک از طریق چشم دریافت و از طریق مغز ادراک و تحلیل میشود. این مساله باعث میشود تا بررسی فرآیند ادراک بصری نه تنها برای طراحان مهم باشد , بلکه شناخت این حوزه جزو ضروریات و مبادی طراحی نیز قرار گیرد. مطالعه ی این کتاب به دلیل محتوای آن در زمینه تجربه کاربری و ادارک بصری به طراحان گرافیک به ویژه آنهاهیی که رد فضاهای نوین طراحی گرافیک فعال اند توصیه میشود."
28248,"در این کتاب، شرح حال زنانی را می خوانیم که در تاریخ معاصر ایران (از آغاز قاجاریه تا پایان عصر پهلوی) نقش آفرین بوده اند .کتاب با شرح حال ""طاووس "" ملقب به ""تاج الدوله ""از زنان فتحعلی شاه قاجار که بیش از همه او را تحت تاثیر قرار داد، آغاز می شود و سرانجام با شرح حال ""فرح دیبا ""خاتمه می پذیرد که برخی او را از عوامل سرنگونی پهلوی به شمار می آورند .از جمله زنان دیگری که در این قالب معرفی شده اند، عبارت اند از :ملکه جهان (مهد علیا)، انیس الدوله، زنان و دختران سرشناس فتحعلی شاه و ناصرالدین شاه، فخرالدوله، فوزیه، ثریا و اشرف .کتاب با چهار ضمیمه، از جمله اسناد و مجموعه ای از مکاتبات رسمی، همچنین عکس هایی از زنان یاد شده همراه است ."
114687,
67093,
43071,در زندگی روزانه هزاران پرسش وجود دارد که پاسخ آنها در هیچ فرهنگ و مرجع رسمی یافت نمی شود و گاه روزها و ماه ها ذهن انسان را به خود مشغول می کند. این مجموعه با هدف پاسخ به چنین پرسش هایی شکل گرفته است.
23449,این کتاب دارای بیش از 400 اصطلاح انگلیسی در زمینۀ ادبیّات و برابرهای فارسی آنها می باشد. همچنین : توصیف واژگان برای درک دقیق  تر معنای آنها. نمایۀ فارسی مدخل  ها و نام نامه در پایان کتاب. گزینش برابرها با دقیق  ترین بار معنایی. شرح و توصیف واژه  ها، اصطلاح  ها و تعبیرهایی که در کتاب  ها و نقدهای ادبی به کار می روند.
116017,
28063,کتاب حاضر، شامل یک مقدمه و ترجمه دو مقاله برای آشنایی با هرمنوتیک گادامر است. در مقدمه مترجم که بیشتر حالت ترجمه - تألیف دارد، رابطه هرمنوتیک با گفت وگو مطرح می شود. پس ازآن ترجمه مقاله ای از بارتولد است که در فرهنگ نامه اینترنتی فلسفه منتشر شده است. مقاله بعدی از فیلسوف ایرلندی به نام موران است که تخصص و تألیفات او بیشتر در زمینه پدیدارشناسی است و سهم مهمی در گفت وگو میان فلسفه تحلیلی و قاره ای داشته است.
44106,
57951,لالایی‌های این کتاب با موضوع اسباب بازی ها می‌باشد تا بچه‌ها آن‌ها را بشنوند یا خود بخوانند و در حافظه نگه دارند، که شاید در آینده لالایی‌خوان فرزندان خود شوند.
116163,
93176,
49081,در نیمه اول قرن پنجم هجری در نیشابور کودکی پای بجهان هستی نهاد ... آنگاه دانشمندی گرانقدر شده دانش او چشم گیر گشت ... شخصیتی یافت ... و بعد از آنکه عمری بعلم جهانی و دانش بشری شایسته خدمت کرد ... در ثلث اول قرن ششم هجری دیده از جهان فرو بست .ولی این بزرگ مرد چندی بعد از مرگش آنچنان دستخوش آراء و عقاید ضد و نقیض واقع شد که شاید کمتر کسی را بتوان یافت که درباره اش تا این پایه تناقض گوئی شده باشد .رباعیات خیام نام مجموعه اشعار غیاث الدین ابوالفتح عمر بن ابراهیم خیام نیشابوری مشهور به خیام در قالب شعری رباعی است که در سده های پنجم و ششم هجری به زبان فارسی سروده شده اند و عمدتا بیانگر دیدگاه های فلسفی او می باشند.این اشعار در زمان حیات خیام به واسطهٔ تعصب مردم مخفی بوده و تدوین نشده و تنها بین یکدسته از دوستان همرنگ و صمیمی او شهرت داشته و یا در حاشیهٔ جنگ ها و کتاب های اشخاصی بطور قلم انداز چند رباعی از او ضبط شده، و پس از مرگش منتشر گردیده است. به همین خاطر در تعداد این رباعی ها و نیز حقیقی یا جعلی بودن بعضی از آن ها اختلاف نظر وجود دارد.ویژگی جالبی که در شعر خیام نمایان است این است که وی با دقت نظر خاصی از لغات عربی در شعرش استفاده کرده، یعنی یا کاملا فارسی گو بوده و یا مانند فردوسی تا آنجا که توانسته کلمات متداول عربی در فارسی را هم استفاده نکرده و با بهره گیری از تنها یک یا چند لغت عربی در شعرش مفهوم خاصی را القا کرده است. این ویژگی کاملا در مفهوم شعری خیام نمایان است.این کار خیام از آن رو قابل توجه است که در گذشته، زبان عربی را حتی می توان به نوعی زبان رسمی ایران دانست چرا که تمام کتب علمی و مذهبی، به زبان عربی نوشته می شده و همان طور که دیده می شود حتی قرن ها بعد از خیام نیز اشعار شاعران ایرانی مملو از لغات عربی است و این خود ممیزی است که خیام و فردوسی را از دیگر شاعران ایرانی تمییز می دهد.
37524,پاپا در کارگاهش عروسک می سازد. این بار عروسکی متفاوت، عروسکی که با همه ی ساخته های قبلی اش فرق دارد.اما، ناگهان عروسک غیب می شود. پاپا به دنبال او همه جا را می گردد. از آرایشگاه و کفاشی تا گل فروشی و بستنی فروشی . عروسک نیست که نیست، تا اینکه…
